,%top,Ligand,ER1,ER2,ER3,ER4,ER5,ER6,ER7,EZ,LMW,LVR1,LVR1+4,LVR1+4/3+6,LVR2,LVR3,LVR3+6,LVR4,LVR5,LVR6,LVR7,LVWhole,RS,Rh source,SStoutR1,SStoutR2,SStoutR3,SStoutR4,Type,VB,boron reagent,equivs boron reagent,ligand,mol% Rh,mol% ligand,solvent,substrate,temp,time,yield,Original,Confg
52,97.5,CC(C)CC1=C[C@H]2C(CC(C)C)=C[C@@H]1C2,0,0,-0.12,0,0,-0.12,0,0,204.1878008,0,0,0,0,73.46217037,146.9243407,0,0,73.46217037,20.25598522,238.0104015,0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.7,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,5,80,1,0
53,97.5,C1(C2CCCCC2)=C[C@H]3C(C4CCCCC4)=C[C@@H]1C3,0,0,-0.15,0,0,-0.15,0,0,256.2191009,0,0,0,0,95.69768187,191.3953637,0,0,95.69768187,20.25598522,282.4814245,0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.8,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,16,94,1,0
54,98,C1(CC2=CC=CC=C2)=C[C@H]3C(CC4=CC=CC=C4)=C[C@@H]1C3,0,0,-0.09,0,0,-0.09,0,0,272.1565006,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,20.25598522,279.4546413,0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.9,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.5,95,1,0
55,2.5,OCC1=C[C@@H]2C(C)=C[C@H]1[C@@H](C(C)C)C2,0,0,0,-0.17,0,0,-0.15,0,192.1514153,30.36444165,51.93865635,51.93865635,0,0,0,21.5742147,0,0,84.57992612,208.408658,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.73,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,96,1,1
56,0.86,OC(C)(C)C1=C[C@@H]2C(C)=C[C@H]1[C@@H](C(C)C)C2,0,0,0,-0.17,0,0,-0.15,0,220.1827154,64.9564121,86.53062679,86.53062679,0,0,0,21.5742147,0,0,84.57992612,243.0006285,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.74,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,90,1,1
57,3,COCC1=C[C@@H]2C(C)=C[C@H]1[C@@H](C(C)C)C2,0.01,0,0,-0.17,0,0,-0.15,0,206.1670653,47.66042687,69.23464157,69.23464157,0,0,0,21.5742147,0,0,84.57992612,225.7046432,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.75,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,88,1,1
58,0.4,COC(C)(C)C1=C[C@@H]2C(C)=C[C@H]1[C@@H](C(C)C)C2,0,0,0,-0.17,0,0,-0.15,0,234.1983655,82.25239732,103.826612,103.826612,0,0,0,21.5742147,0,0,84.57992612,260.2966137,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.76,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,90,1,1
59,6.75,O=C(OC)C1=C[C@@H]2C(C)=C[C@H]1[C@@H](C(C)C)C2,0.45,0,0,-0.17,0,0,-0.15,0,220.1463299,53.81419488,75.38840957,75.38840957,0,0,0,21.5742147,0,0,84.57992612,231.8584112,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.77,1.5,3.3,dioxane/water ,O=C1CCCC=C1,20,3,93,1,1
60,2,O=[N+]([O-])C(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C([N+]([O-])=O)C=C4)=C[C@@]2(C)C3(C)C,0.26,-0.17,0,0.26,0,0,-0.17,1,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.14,1.5,3.6,EtOH,CC(C)\C=C\C(C)=O,30,2,89,1,1
61,2,O=[N+]([O-])C(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C([N+]([O-])=O)C=C4)=C[C@@]2(C)C3(C)C,0.26,-0.17,0,0.26,0,0,-0.17,1,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,151.9199836,CC1=CC=CC=C1B(O)O,2,L3.14,1.5,3.6,EtOH,CC(C)\C=C\C(C)=O,30,2,89,1,1
62,3.5,O=[N+]([O-])C(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C([N+]([O-])=O)C=C4)=C[C@@]2(C)C3(C)C,0.26,-0.17,0,0.26,0,0,-0.17,1,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,160.7102105,OB(C1=CC=C(OC)C=C1)O,2,L3.14,1.5,3.6,EtOH,CC(C)\C=C\C(C)=O,30,8,99,1,1
63,2.5,O=[N+]([O-])C(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C([N+]([O-])=O)C=C4)=C[C@@]2(C)C3(C)C,0.26,-0.17,0,0.26,0,0,-0.17,0,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,22.51198396,18.72206172,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.14,0.25,0.6,EtOH,O=C1C=CCCCC1,30,1.5,100,1,1
64,5.5,O=[N+]([O-])C(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C([N+]([O-])=O)C=C4)=C[C@@]2(C)C3(C)C,0.26,-0.17,0,0.26,0,0,-0.17,0,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,22.51198396,18.72206172,0,0,Lam,151.9199836,CC1=CC=C(B(O)O)C=C1,2,L3.14,0.25,0.6,EtOH,O=C1C=CCCCC1,30,1.5,100,1,1
65,2,O=[N+]([O-])C(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C([N+]([O-])=O)C=C4)=C[C@@]2(C)C3(C)C,0.26,-0.17,0,0.26,0,0,-0.17,0,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,18.25910483,38.87019992,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.14,0.25,0.6,EtOH,O=C1C=CCCO1,30,2,43,1,1
66,5.75,O=[N+]([O-])C(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C([N+]([O-])=O)C=C4)=C[C@@]2(C)C3(C)C,0.26,-0.17,0,0.26,0,0,-0.17,0,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,18.25910483,38.87019992,0,0,Lam,151.9199836,CC1=CC=C(B(O)O)C=C1,2,L3.14,0.25,0.6,EtOH,O=C1C=CCCO1,30,2,38,1,1
67,28,O=[N+]([O-])C(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C([N+]([O-])=O)C=C4)=C[C@@]2(C)C3(C)C,0.26,-0.17,0,0.26,0,0,-0.17,1,376.1423071,102.8290606,205.6581212,205.6581212,21.5742147,0,0,102.8290606,0,0,54.84795567,348.6321376,1,[Rh(C2H4)2Cl]2,15.10949251,0,18.83685805,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.14,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,23,98,1,1
68,4.5,FC(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C(F)C=C4)=C[C@@]2(C)C3(C)C,-0.2,-0.17,0,-0.2,0,0,-0.17,1,322.1533071,82.95586398,165.911728,165.911728,21.5742147,0,0,82.95586398,0,0,54.84795567,308.8857444,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.15,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1,85,1,1
69,27.5,FC(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C(F)C=C4)=C[C@@]2(C)C3(C)C,-0.2,-0.17,0,-0.2,0,0,-0.17,1,322.1533071,82.95586398,165.911728,165.911728,21.5742147,0,0,82.95586398,0,0,54.84795567,308.8857444,1,[Rh(C2H4)2Cl]2,15.10949251,0,18.83685805,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.15,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,23,90,1,1
70,3.625,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.156,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1,87,1,1
71,1,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=CC=CC6=C5C=CC=C6)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,151.9199836,CC1=CC=CC=C1B(O)O,2,L3.156,0.025,0.06,EtOH,CC(C)\C=C\C(C)=O,25,96,68,1,1
72,3.25,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=CC=CC6=C5C=CC=C6)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,160.7102105,OB(C1=CC=CC(OC)=C1)O,2,L3.156,0.025,0.06,EtOH,CC(C)\C=C\C(C)=O,25,11,86,1,1
73,1.5,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,207.2340739,OB(C1=CC=C(C2=CC=CC=C2)C=C1)O,2,L3.156,0.025,0.06,EtOH,CC(C)\C=C\C(C)=O,25,5.5,72,1,1
74,2,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,170.1226604,OB(C1=CC=C(C(F)(F)F)C=C1)O,2,L3.156,0.025,0.06,EtOH,CC(C)\C=C\C(C)=O,25,50,74,1,1
75,2.5,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,175.2785624,OB(C1=CC=CC2=C1C=CC=C2)O,2,L3.156,0.025,0.06,EtOH,CC(C)\C=C\C(C)=O,25,25,77,1,1
76,5,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,26.13389888,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.156,0.025,0.06,EtOH,CC(/C=C/C1CCCC1)=O,25,24,94,1,1
77,1.4,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,26.13389888,0,Lam,151.9199836,CC1=C(B(O)O)C=CC=C1,2,L3.156,0.025,0.06,EtOH,CC(/C=C/C1CCCC1)=O,25,96,80,1,1
78,2.75,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,26.13389888,0,Lam,149.8350664,ClC1=CC=CC(B(O)O)=C1,2,L3.156,0.025,0.06,EtOH,CC(/C=C/C1CCCC1)=O,25,16,99,1,1
79,0.3,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,26.13389888,0,Lam,170.1226604,OB(C1=CC=C(C(F)(F)F)C=C1)O,2,L3.156,0.025,0.06,EtOH,CC(/C=C/C1CCCC1)=O,25,72,99,1,1
80,11,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,17.16241953,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.156,0.025,0.06,EtOH,CC(/C=C/C1=CC=C(OC)C=C1)=O,25,27,98,1,1
81,3,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,22.51198396,0,16.5911728,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.156,0.025,0.06,EtOH,CC(/C=C/C1=CC=C(F)C=C1)=O,25,16,95,1,1
82,1,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,26.42553764,0,21.5742147,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.156,0.025,0.06,EtOH,O=C(/C=C/C)OC(C)(C)C,60,2,81,1,1
83,0.5,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,26.42553764,0,19.22207626,0,Lam,160.7102105,COC1=CC=C(B(O)O)C=C1,2,L3.156,0.025,0.06,EtOH,O=C(/C=C/C1=CC=CC=C1)OC(C)(C)C,60,14,99.5,1,1
84,2,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,26.42553764,0,21.46208822,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.156,0.25,0.6,EtOH,O=C(/C=C/C1=CC=C(Cl)C(Cl)=C1)OC(C)(C)C,60,23,88,1,1
85,8.125,CC1(C)[C@H]2C(C3=C(C=CC=C4)C4=CC=C3)=C[C@]1(C)C(C5=C(C=CC=C6)C6=CC=C5)=C2,0.14,-0.17,0,0.14,0,0,-0.17,1,386.2034508,117.5428691,235.0857382,235.0857382,21.5742147,0,0,117.5428691,0,0,54.84795567,378.0597546,1,[Rh(C2H4)2Cl]2,15.10949251,0,18.83685805,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.156,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,1.5,85,1,1
86,95,C[C@@]1([C@@H]2C=C[C@@](C)(C(C3=CC=CC=C3)=C2)C1)OC,0,0,0,0,-0.17,-0.01,-0.27,0,240.1514153,0,0,0,0,0,76.88830503,0,21.5742147,76.88830503,76.07416785,246.4267631,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.40,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,90,1,1
87,11,CC(C=CC=C1)=C1C2=C[C@@H]3C(C4=C(C)C=CC=C4)=C[C@H]2CC3,-0.03,0,0,-0.03,0,0,0,1,286.1721507,94.18429025,188.3685805,188.3685805,0,0,0,94.18429025,0,0,32.69197045,292.9506265,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.158,1.5,3.3,dioxane/H2O,CC(/C=C/C(C)C)=O,30,1,89,1,1
88,98,C[C@]1(OC)[C@@H]2C=C[C@@](C1)(C)C(C3=CC=CC=C3C)=C2,0,0,0,0,-0.17,-0.01,-0.27,0,254.1670653,0,0,0,0,0,94.18429025,0,21.5742147,94.18429025,76.07416785,263.7227483,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.41,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,88,1,1
89,4,FC(C(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C(C(F)(F)F)C=C4)=C[C@H]2CC3)(F)F,-0.09,0,0,-0.09,0,0,0,1,394.1156198,112.3869671,224.7739342,224.7739342,0,0,0,112.3869671,0,0,32.69197045,329.3559802,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.159,1.5,3.3,dioxane/H2O,CC(/C=C/C(C)C)=O,30,1,90,1,1
90,96.5,O=CC1=CC=CC=C1C2=C[C@H]3C=C[C@]2(C)C[C@@]3(C)OC,0,0,0,0,-0.17,0,-0.27,0,268.1463299,0,0,0,0,0,100.3380583,0,21.5742147,100.3380583,76.07416785,269.8765164,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.42,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,90,1,1
91,6,ClC(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C(Cl)C=C4)=C[C@@]2(C)C3(C)C,0.12,-0.17,0,0.12,0,0,-0.17,1,382.1255061,109.3953583,218.7907166,218.7907166,21.5742147,0,0,109.3953583,0,0,54.84795567,361.764733,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.16,1.5,3.6,dioxane,CC(/C=C/C(C)C)=O,25,1,74,1,1
92,24,ClC(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C(Cl)C=C4)=C[C@@]2(C)C3(C)C,0.12,-0.17,0,0.12,0,0,-0.17,1,382.1255061,109.3953583,218.7907166,218.7907166,21.5742147,0,0,109.3953583,0,0,54.84795567,361.764733,1,[Rh(C2H4)2Cl]2,15.10949251,0,18.83685805,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,1.5,L3.16,1.5,3.6,toluene/H2O,CC(C=C1)=CC=C1/C=C/[N+]([O-])=O,50,23,95,1,1
93,97.6,C[C@]1(OC)[C@@H]2C=C[C@@](C1)(C)C(C3=CC=C(C)C=C3)=C2,0,0,0,0,-0.17,-0.03,-0.27,0,254.1670653,0,0,0,0,0,94.18429025,0,21.5742147,94.18429025,76.07416785,263.7227483,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.46,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,81,1,1
94,11,COC(C=C1)=CC=C1C2=C[C@@H]3C(C4=CC=C(OC)C=C4)=C[C@H]2CC3,-0.08,0,0,-0.08,0,0,0,1,318.1619799,102.9745172,205.9490344,205.9490344,0,0,0,102.9745172,0,0,32.69197045,310.5310804,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.160,1.5,3.3,dioxane/H2O,CC(/C=C/C(C)C)=O,30,1,91,1,1
95,95.5,C[C@]1(OC)[C@@H]2C=C[C@@](C1)(C)C(C3=CC=C(C(C)(C)C)C=C3)=C2,0,0,0,0,-0.17,0,-0.27,0,296.2140155,0,0,0,0,0,146.0722459,0,21.5742147,146.0722459,76.07416785,315.610704,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.47,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,87,1,1
96,7.5,CC1=CC(C)=CC(C2=C[C@@H]3C(C4=CC(C)=CC(C)=C4)=C[C@H]2CC3)=C1,-0.09,0,0,-0.09,0,0,0,1,314.2034508,111.4802755,222.9605509,222.9605509,0,0,0,111.4802755,0,0,32.69197045,327.5425969,1,[Rh(C2H4)2Cl]2,22.51198396,0,28.08309257,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.161,1.5,3.3,dioxane/H2O,CC(/C=C/C(C)C)=O,30,1,88,1,1
97,19.5,FC[C@]1(CC2)C(C3=CC=CC=C3)=C[C@]2(CF)C(C4=CC=CC=C4)=C1,-0.01,0.15,0,-0.01,0.15,0,0,1,322.1533071,76.88830503,153.7766101,153.7766101,27.64177365,0,0,76.88830503,27.64177365,0,32.69197045,305.0857444,1,[Rh(C2H4)2Cl]2,22.51198396,0,18.15163112,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.163,1.5,3.3,dioxane/H2O,CC(/C=C/CCCCC)=O,25,3,95,1,1
98,92.5,FC(F)(F)C(C=C1)=CC=C1C2=C[C@H]3C=C[C@]2(C)C[C@@]3(C)OC,0,0,0,0,-0.17,0,-0.27,0,308.1387999,0,0,0,0,0,112.3869671,0,21.5742147,112.3869671,76.07416785,281.9254252,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.48,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,91,1,1
99,95.5,C[C@]1(OC)[C@@H]2C=C[C@@](C1)(C)C(C3=CC=C(OC)C=C3)=C2,0,0,0,0,-0.17,-0.08,-0.27,0,270.1619799,0,0,0,0,0,102.9745172,0,21.5742147,102.9745172,76.07416785,272.5129753,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.50,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,93,1,1
100,5.5,OC(CC(C)C)(CC(C)C)C1=C[C@@H]2C=C[C@H]1CC2,0,0,0,0,0,0,0,0,248.2140155,168.7323234,168.7323234,168.7323234,0,0,0,0,0,0,32.69197045,277.5925989,0.5,[Rh(C2H4)2Cl]2,22.51198396,21.5742147,0,0,Lam,134.6239983,OB(O)C1=CC=CC=C1,2,L3.19,0.25,0.55,MeOH,O=C1C=CCC1,25,1,96,1,1
101,94.5,FC(F)(F)C(C=C1)=CC=C1C2=C[C@H]3C=C[C@]2(C)C[C@]3(OC)C,0,0,0,0,-0.17,0,-0.27,0,308.1387999,0,0,0,0,0,112.3869671,0,21.5742147,112.3869671,76.07416785,281.9254252,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.51,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,99,1,1
102,97.5,C[C@]1(OC)[C@@H]2C=C[C@@](C1)(C)C(C3=C(C)C=CC=C3C)=C2,0,0,0,0,-0.17,0,-0.27,0,268.1827154,0,0,0,0,0,111.4802755,0,21.5742147,111.4802755,76.07416785,281.0187336,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.52,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,86,1,1
103,7.5,OC(CC(C)C)(CC(C)C)C1=C[C@@H]2C=C[C@H]1CC2,0,0,0,0,0,0,0,0,248.2140155,168.7323234,168.7323234,168.7323234,0,0,0,0,0,0,32.69197045,277.5925989,0.5,[Rh(C2H4)2Cl]2,22.51198396,18.72206172,0,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.19,0.25,0.55,MeOH/H2O,O=C1C=CCCCC1,50,1,90,1,1
104,5,OC(CC(C)C)(CC(C)C)C1=C[C@@H]2C=C[C@H]1CC2,0,0,0,0,0,0,0,1,248.2140155,168.7323234,168.7323234,168.7323234,0,0,0,0,0,0,32.69197045,277.5925989,0.5,[Rh(C2H4)2Cl]2,22.51198396,0,18.15163112,0,Lam,134.6239983,OB(C1=CC=CC=C1)O,2,L3.19,0.25,0.55,MeOH/H2O,CC(/C=C/CCCCC)=O,50,1,91,1,1
